name,latitude,longitude,website,categories,sub categories,emails,address_city,phone,address,address_region_1,address_country,opening hours,price level,reviews,rating
Hungry Howie's Pizza,39.694333,-86.062489,http://www.hungryhowies.com/store/hungry-howies-02020,meal delivery|meal takeaway|restaurant|food,pizza restaurant|Pizza|deliveries|fast food container|pizza delivery service|pizzas|pizzatakeaway|western food,"[""community@hungryhowies.com"", ""unsubscribe@hungryhowies.com""]",Indianapolis,+1 317-786-5800,"6005 E Thompson Rd, Indianapolis, IN 46237, USA",Indiana,United States,Monday: 11:00 AM � 11:00 PM|Tuesday: 11:00 AM � 11:00 PM|Wednesday: 11:00 AM � 11:00 PM|Thursday: 11:00 AM � 11:00 PM|Friday: 11:00 AM � 12:00 AM|Saturday: 11:00 AM � 12:00 AM|Sunday: 11:00 AM � 11:00 PM,1,"[""OMG I LUV DIS PLASE IM GOINF TWO CUM BAK EVREY DAY GIMME DA BREAKSTICKS"", ""1 star just do to pizza was not 100% crap just 75% crap and customer service was so bad will not go back"", ""Their pizza is subpar at best. Bad customer service.  The owner is a homophobic prick."", ""Since I've had 2 bad experiences at this Hungry Howies, I thought it warranted a review. The first time I ordered delivery, took an hour and fifteen minutes which isn't that bad for lunch time I guess but anyways, the pizza arrives and the lady nearly tosses it at me and jumps back into her car. Very strange. So I look inside and there are NO cheese or toppings on the crust, it had all slipped off the pizza, resulting in grease leaking every where. Call to get a refund saying I have pictures and they did not provide me with anything, not even a coupon. Month later I try again, this time carry out. I arrive and NO one is in the store. I clap my hands on the counter, I yell, I yell louder. By this time 15 minutes go by. FINALLY an old man comes out from the back door smelling of cigarette smoke. I ask him to ring me up and he is all flustered and confused and says, """"I'll be right back"""" and goes BACK outside ! I'm waiting another 5 minutes before 2 young men come out and have an attitude saying its ther """"right"""" to take a break once in awhile and that I should relax. Needless to say, very very unprofessional service, will not be returning."", ""They have some of the most awesome pizza around love the Cajun crust mmmm good 
""]",3.4
Jimmy John's,39.171717,-86.50999,http://www.jimmyjohns.com/,meal delivery|meal takeaway|restaurant|food,sandwich shop|Sandwich|business service|catering service|deliveries|fast food container|fast food restaurant|Fast Food|meal delivery|meal takeaway|party service|restaurant,[],Bloomington,+1 812-333-2102,"1827 E 10th St, Bloomington, IN 47408, USA",Indiana,United States,Monday: 11:00 AM � 3:00 AM|Tuesday: 11:00 AM � 3:00 AM|Wednesday: 11:00 AM � 3:00 AM|Thursday: 11:00 AM � 4:00 AM|Friday: 11:00 AM � 4:00 AM|Saturday: 11:00 AM � 4:00 AM|Sunday: 11:00 AM � 3:00 AM,1,"[""This place is  a chain, and not a bad chain. But for quality for price I have always found Dagwoods superior."", ""Got my confirmation email at 5:14pm. Thought, even if they are freaky fast, it should take them at least 20 minutes to route my address and drive over here since I kinda live far out, and my apartment can be confusing to find. Jumped in the shower. Got a call at 5:25pm. 

....Wow."", ""It JJ. You can go wrong with JJ"", ""Always good, always fast! They're consistent in this town. "", ""Fast and convenient""]",4.5
Hwy 55 Burgers Shakes & Fries,38.3559346,-85.7010131,http://hwy55.com/,restaurant|food,restaurant,[],Jeffersonville,+1 812-725-0025,"5420 IN-62 Suite 500, Jeffersonville, IN 47130, USA",Indiana,United States,Monday: 11:00 AM � 9:00 PM|Tuesday: 11:00 AM � 9:00 PM|Wednesday: 11:00 AM � 9:00 PM|Thursday: 11:00 AM � 9:00 PM|Friday: 11:00 AM � 10:00 PM|Saturday: 11:00 AM � 10:00 PM|Sunday: 11:00 AM � 9:00 PM,,"[""Has the potential to be a really good restaurant but painfully slow if the place is full. Got there a little before 5:00 and the place was 90% full. To keep with the 50s theme the waitress writes your order and that paper is all that is used. Not very efficient for a high volume restaurant which this should be. Everyone making food has to leave their station to see what's written. If the kid making burgers had a screen the place would be much more efficient. Almost 40 minutes to get two burgers fries and onion rings. Burger and fries were top notch tasty, rings left something to be desired. If they can get their efficiency up it will be a good restaurant. Avoid at busy times for now. "", ""There is a big 1950's feel from the whole joint with colorful seat, decor and music. After seating myself, which by the way the tables were clean, I mean even had that fresh clean smell. The waitress came up within just a minute or 2, was nice, happy and smiling. I ordered the Andy's Bacon Cheese, Fries and Chocolate shake. The burger was well cooked, plenty juicy, seasoned well and just as I ordered it. My complaints with it were 2 small things, first, the bun could stand to be toasted a bit to help from getting too soggy from toppings and the juice of the burger. Second, the tomatoes seemed to be water logged and were falling apart. The fries were crinkle cut, crunchy on the outside and soft on the inside. Lastly the chocolate shake was good, but could use more chocolate.

Overall I will return and for a burger joint it's better than most around this area."", ""Great food! I had burger and chilI cheese fries. Wife and kids loved their food too. Service was great.  Great atmosphere.  Clean! Great prices too!"", ""We arrived Sunday right when they opened at 11 and were done eating our meal and were almost finished with our shakes that we ordered once we finished our entrees by 11:35!! Extremely fast service and all their staff was very attentive. Food was great, the Po Boy Shrimp sandwhich was HUGE and the Po sauce they make """"in house """" was delicious! Price was reasonable for the amount of food we received!! We will definitely be back sooner than later!!"", ""What a fun place! Terrific burgers! I used to work at a fifties themed restaurant in college so this is a really fun nostalgic place and the delicious food is magnetic. I am certainly be back. ""]",4
DQ Grill & Chill,40.0010155,-85.7304584,http://www.dairyqueen.com/,restaurant|food,fast food restaurant|Fast Food|fast food container,[],Pendleton,+1 765-778-1700,"3001 US-36, Pendleton, IN 46064, USA",Indiana,United States,Monday: 10:30 AM � 9:00 PM|Tuesday: 10:30 AM � 9:00 PM|Wednesday: 10:30 AM � 9:00 PM|Thursday: 10:30 AM � 9:00 PM|Friday: 10:30 AM � 10:00 PM|Saturday: 10:30 AM � 10:00 PM|Sunday: 11:00 AM � 9:00 PM,1,"[""We always enjoy eating here. The staff is always kind, the place is always clean, and the food is always great!! The prices are just right for this family of five!"", ""It is a great value compared to the quality of it, my favorite place for ice cream and a perfect lunch special with ice cream, they also allow u to get a seniors discount, I luv it"", ""First DQ I've ever visited that didn't include a sauce for a meal. Seriously!! $10.00 for a sandwhich and side and you want to charge for a sauce!? Ridiclous."", ""Good service, good food, and great ice cream!!!!"", ""Wonderful lunch deals, and is always quiet, clean and incredibly convenient.""]",3.8
Taste of Philly,40.9580155,-85.3709852,https://m.facebook.com/TasteOfPhillyRoanokeIndiana/,restaurant|food,restaurant,[],Roanoke,+1 260-672-0550,"4227 E Station Rd, Roanoke, IN 46783, USA",Indiana,United States,Monday: 10:30 AM � 7:00 PM|Tuesday: 10:30 AM � 7:00 PM|Wednesday: 10:30 AM � 7:00 PM|Thursday: 10:30 AM � 7:00 PM|Friday: 10:30 AM � 8:30 PM|Saturday: 11:00 AM � 8:30 PM|Sunday: 11:00 AM � 8:30 PM,,"[""My husband and I stopped in for the first time a couple weeks ago, and I'm craving it now! I had the 6"""" Philly with onions and mushrooms, my husband had the 12"""" Philly with everything, and we got the large order of fries to share. Needless to say, we had leftovers. Everything was super tasty and filling! The flavor of the Philly is indescribable - just delicious. The guys working there were very kind and helpful - genuine dudes. We will definitely be back, as I really wanna try the Chicken Philly!"", ""Great Phily steak sandwich. Fresh cut fries were good as well. My colleagues had the onion rings and they highly recommend them. 
Although getting a foot long philly and onion rings is not, unless you have a ravenous appetite. Very Friendly owner. Will definitely come back."", ""Family owned 'hole in the wall' with an eclectic climate, tasty grub, and some of the best service I've had in the area, hands down. 

The gentleman working the counter exhibited an impressive work ethic and outstanding service while surprised by a second lunch rush and simultaneously assisting a new team member with her training. 

He recognized I hadn't been to his establishment before and suggested a few menu options. My food was served to me in excellent time and with a genuine smile, making it well worth the trip. "", ""SO tasty and very nice staff. Great Philly and fresh cut fries. "", ""My husband and I been to this place a couple of times and we Love it , we're from New Jersey and we told them that we use to eat ours with french fries ud83cudf5f so we always order french fries ud83cudf5f with our order . The service is always good and their always so polite and friendly, we've recommended this place to lots of our friends. 

""]",4.8
Dairy Queen Brazier,40.130369,-86.2100612,http://www.dairyqueen.com/,restaurant|food,fast food restaurant|Fast Food|fast food container,[],Sheridan,+1 317-758-5555,"2710 W 236th St, Sheridan, IN 46069, USA",Indiana,United States,Monday: 10:30 AM � 9:00 PM|Tuesday: 10:30 AM � 9:00 PM|Wednesday: 10:30 AM � 9:00 PM|Thursday: 10:30 AM � 9:00 PM|Friday: 10:30 AM � 9:30 PM|Saturday: 10:30 AM � 9:30 PM|Sunday: 11:00 AM � 9:30 PM,1,"[""Wow. I thought that you know maybe just maybe since I worked for you for almost a year that you would still be respectful to me when I come into the store you own to buy a drink and cheese curds. You would have the decency to not give me dirty looks and ignore the fact that my food had been ready for 10 minutes and you kept walking past my order. Wow great ownership Dairy Queen. Staff was also very unkind!"", ""Food- 2/5
Service- 3/5
Drinks- 0/5 - seriously, don't waste your money on a drink from here. Get a fountain pop from across the street."", ""We have been there several times. The food is what you would expect and the restaurant is reasonably clean. The staff is mostly teenagers and they are friendly. Unfortunately, we always seem to have to wait a long time for our order. I think we waited 10 minutes for 2 Blizzards and a kids cup of vanilla. "", ""i've always had a good experience when i went there and the staff is always friendly to me and their food is delicious"", ""good food good ice cream great staff thanks""]",3.1
Little Caesars Pizza,41.6953589,-86.1978755,http://www.littlecaesars.com/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=14190001,meal takeaway|restaurant|food,pizza restaurant|Pizza|fast food container|pizzas|pizzatakeaway|western food,[],South Bend,+1 574-243-4680,"3601 Edison Rd, South Bend, IN 46615, USA",Indiana,United States,Monday: 11:00 AM � 11:00 PM|Tuesday: 11:00 AM � 11:00 PM|Wednesday: 11:00 AM � 11:00 PM|Thursday: 11:00 AM � 11:00 PM|Friday: 11:00 AM � 11:00 PM|Saturday: 11:00 AM � 11:00 PM|Sunday: 11:00 AM � 11:00 PM,1,"[""Cheerless staff that looked like they would rather be anywhere else, counter person was rude. I had to wait 10 minutes after ordering a """"hot and ready"""" to receive the pizza. I feel sorry for the people who have to work for the woman who was obviously the manager. Clean store, but not worth the sad environment, I will not be back to this location."", ""The management sucks and rude to the customers. I called them for the crust of the pizzas that I got were to thin. And they told me to come in the next day to get free pizza. Then I went in there and they told me that I was lying. Also they told that their pizza is to good to give the pizza away. When the pizza isn't even good enough."", ""We hit up this location a couple of times a week as a quick, cheap, and no hassle dinner. It's not the best pizza money can buy, but is the best pizza that $5 can buy. Recently I tried the deep dish and found it to be much better than the original. Definitely worth the extra money. Though my kids prefer the original and it goes further. I also prefer the Italian cheese bread over the crazy bread, not that my wife would agree.

Whenever I bring my kids inside the give them each a package if cookies. I hope that they keep doing that because it really makes their day."", ""They're definitely the bottom tier in terms of taste, but they're so fast and so cheap I almost don't mind."", ""Best deal to feed the fam.""]",3.7
Peking Garden Restaurant,40.0936891,-86.0700447,http://noblesvillepekinggarden.weebly.com/,restaurant|food,chinese restaurant|Chinese|chinese food|ethnic foods,[],Noblesville,+1 317-877-8888,"19 Harbourtown Center, Noblesville, IN 46062, USA",Indiana,United States,Monday: 10:30 AM � 10:30 PM|Tuesday: 10:30 AM � 10:30 PM|Wednesday: 10:30 AM � 10:30 PM|Thursday: 10:30 AM � 10:30 PM|Friday: 10:30 AM � 11:00 PM|Saturday: 10:30 AM � 11:00 PM|Sunday: 11:00 AM � 10:00 PM,2,"[""This is the best Chinese food I've ever had! I've been going here for probably the past 10 years now and it's still just as good as the first time! Such a family oriented place who remember you if you've been there enough. So polite and just overall the best!"", ""Fast friendly and never an issue.  Everything is done fast and right.  I don't know how but for 15 years I have never had any problem of any kind. Love it"", ""Very convenient location to us and staff is nice. food is ready quickly"", ""Great food.  Very fast."", ""I just recently moved to the area and always look for a good Chinese place right away. This place exceeded expectation! Great food, fast, and decently priced! This will be my go- to-place from now on. ""]",4.5
Arby's,41.6996612,-85.8892176,http://locations.arbys.com/us/in/elkhart/113-cr-17.html,restaurant|food,fast food restaurant|Fast Food|american restaurant|American|family restaurant|fast food container|sandwich shop|Sandwich|western food,[],Elkhart,+1 574-389-1100,"113 CR 17, Elkhart, IN 46516, USA",Indiana,United States,Monday: 5:00 AM � 12:00 AM|Tuesday: 5:00 AM � 12:00 AM|Wednesday: 5:00 AM � 12:00 AM|Thursday: 5:00 AM � 12:00 AM|Friday: 5:00 AM � 12:00 AM|Saturday: 5:00 AM � 12:00 AM|Sunday: 5:00 AM � 12:00 AM,1,"[""Usually has quick service even at lunch rush hours. I have never gotten bad or sub-par quality food. Everything seems fresh no stale over cooked fries either"", ""Overheard a customer's love for the #1 meal and had to give it a try.  That was a great sandwich!  Smokey goodness; nothing else like it in the fast food universe.  Quick service and clean dining area.  A win all around."", ""I liked the fish sandwich in soft flat bread and the seasoned curly fries. Always a better option than McDonald's.  "", ""Fantastic service! Thank you! Only thing is, bump the heat a couple degrees! Brr!"", ""High prices but good food. Pop has funny after taste""]",4.3
Hooters,39.7641241,-86.1589309,http://www.hooters.com/,bar|restaurant|food,american restaurant|American|bars and pubs|chicken wings restaurant|Chicken Wings|fast food container|hamburger restaurant|Hamburger|seafood restaurant|Seafood|sports bar|western food,"[""hooterspr@hooters.com""]",Indianapolis,+1 317-267-9637,"25 W Georgia St, Indianapolis, IN 46225, USA",Indiana,United States,Monday: 11:00 AM � 12:00 AM|Tuesday: 11:00 AM � 12:00 AM|Wednesday: 11:00 AM � 12:00 AM|Thursday: 11:00 AM � 12:00 AM|Friday: 11:00 AM � 1:00 AM|Saturday: 11:00 AM � 1:00 AM|Sunday: 11:00 AM � 11:00 PM,1,"[""Service is awful. Bar was understaffed. My beer was empty for almost 30minutes. Trued to get the staffs attention to no avail. Typical Hooters. Wont try again... Don't want my money, fine... Absolutely awful... Didn't get the order right, was cold too. "", ""The service and environment here is so awful!!! I have lived downtown my while life and this was my third time here.....after having two bad experiences (a drunk guy almost trapping me in a corner) and twice no one said a word to me after waiting 15 minutes and o walked out. Guess what happened again tonight, I give it one more last chance and not even a single look of attention. Again I left with nothing short but a big mouth of how my story will reach every ear and make sure good service is noticed and poor management and staff will have the provided attention or non-attention."", ""The service is Amazing. Nice waitresses love the menu. It is the best place"", ""It is usually excellent. Last visit however the waitress was not very good, messed up a few of our food orders then didn't give back all of the change to one of my friends. Every other visit has always been good. The food was good this last visit, when it was the right food. "", ""Was no hostess so we walked to a table in the bar.  Waited there for 5 minutes until a lady came up and told us that the table was not available for direct seating so we returned to the station and were given a buzzer.  We were finally seated even though the original table and many others in this place were empty and no one else in the freaking place was waiting.  There was a warning about peroxide fumes.  
The Hooter's girl was not smiley or into it....took a long time to return we could have had at least two more drinks during our visit.  The wings were served cold.  Got a flat chested Hooter's girl. Probably should have gone somewhere else.""]",3.5
Double S Smokehouse,41.128266,-74.725011,http://doublessmokehouse.com/,restaurant|food,barbecue restaurant|Barbecue,"[""lauram2363@gmail.com""]",Frankford,+1 973-250-3000,"124 US-206, Augusta, NJ 07822, USA",New Jersey,United States,Monday: Closed|Tuesday: 11:00 AM � 8:00 PM|Wednesday: 11:00 AM � 8:00 PM|Thursday: 11:00 AM � 8:00 PM|Friday: 11:00 AM � 9:00 PM|Saturday: 11:00 AM � 9:00 PM|Sunday: 11:00 AM � 9:00 PM,,"[""Average to poor.  Tried the new Warwick location for lunch.  They have a popcorn gimmick, they bring popcorn to your table when you arrive.  How was it?  Wouldn't know, as we were not offered or brought any.  Tried the brisket sandwich, the meat was dry and tasteless.  Very dependent on the sauces for flavor, which was disappointing as good BBQ brisket will stand on it's own without enhancements.   Asked for Tabasco and was brought one of the off brand hot sauces, with no comment from the waiter.  He just put it on the table.  Overall the service was neither attentive nor helpful.  My daughter did enjoy the burger.  She said it was one of the best in the area.  Besting our current local champion TNT Burger. 
The cost is about average for the area.  3 lunches were about $50 including a 10% tip.  I do miss Chumley's for near us BBQ.  Unfortunately for great BBQ, we have to trek over to Round Up in Cold Spring.  World class!"", ""Me and 3 other people came in Sunday at 11am to try their breakfast options. We walked through the door and the bartender who made eye contact with us ignored us for a while. So we walked toward the dining room in hopes to find someone to seat us because there were many open tables, it looked like their breakfast rush had just ended because there was only people sitting at the bar..I walked like 2 feet and she yelled """"hey excuse me! You can't sit over there!"""" And I was like """"hey! Can we have a table?"""" And she said while counting on her fingers """"1 there's a wait. 2. Were done serving breakfast"""" I stopped her there and said ok bye and walked out. Coming from someone who works in food service - a business that has only been opened for one week should not treat potential customers with such disrespect because that's bad for business. And as all of us involved (except the yelling woman) come from a minority background, we felt UNWELCOME / embarrassed and racially profiled."", ""Food wasn't that great and prices were out of control. It was 80 bucks for two apps and two meals. That would be fine if it was outstanding. But the local Chinese place had better ribs. I really wanted to love this place too as we used to love the double s diner"", ""I thought this place was amazing. I had the shredded chicken with sweet potatoes and there coleslaw was fresh. We sat outside and the service was on point. I would definitely recommend this place!"", ""First impression: Nice atmosphere, rustic decor (Western saloon?) and super-friendly staff. We discovered too late that the place is BYOB. Fountain soda doesn't really strike us as the perfect drink to go with BBQ, even when served in huge mason jars. The kids water in a smaller (thick glass) mason jar with screw-on metal lid was a welcome deviation from the standard plastic cup, though. 

The burnt-ends brisket sandwich (a $12 special with one included side) was tasty, although unimaginativly assembled, by just sticking the meat between two plain slices of soggy white toast. The thick cubes of brisket weren't dry, but cutting the meat thinner might still be the better choice. Sides (collard greens and mac and cheese) were fine, although the flimsy plastic bowls they came in are inexcusable. 

Verdict: not perfect (yet?), but we'll definitely head back when we have more time to sample the entree list (and the foresight to bring some beer or wine.) ""]",4.1
Hoy Yeung Restaurant,39.6416616,-74.7820309,http://hoyyeungrestaurant.com/,restaurant|food,japanese authentic restaurant|chinese food|chinese restaurant|Chinese|ethnic foods|japanese food|sushi restaurant|Sushi,[],Hammonton,+1 609-561-1440,"240 S White Horse Pike, Hammonton, NJ 08037, USA",New Jersey,United States,Monday: 11:00 AM � 10:00 PM|Tuesday: Closed|Wednesday: 11:00 AM � 10:00 PM|Thursday: 11:00 AM � 10:00 PM|Friday: 11:00 AM � 11:00 PM|Saturday: 11:00 AM � 11:00 PM|Sunday: 12:00 � 10:00 PM,,"[""What a wonderful variety of delicious Asian cuisine.  From excellent sushi rolls to thin sliced beef (teriyaki sticks). Hoy Yeung has something for everyone. This family owned restaurant offers great service and a personal touch. I highly recommend to everyone!! I'll definitely be back as this is already my second time eating here this week. It's that good!"", ""The best sushi and Chinese for miles around! Warm and inviting atmosphere and super courteous and attentive staff."", ""Excellent sushi and Chinese food dinner special - for $13, you get 2 appetizers, fried rice, soup, an entree, and dessert.  Plus, it's BYOB!  Quiet atmosphere, helpful and friendly staff.  I'll definitely go back to this restaurant when I'm in NJ."", ""Great place to eat and hang out"", ""Way overpriced for food that was of poor quality, room temp and terribly executed. If you value your hard earned money don't spend it here.""]",4.4
Gems House of Bagels,40.424661,-74.160135,http://www.gemsbagels.com/,bakery|restaurant|food|store,bagel shop|baked goods store|bakeries and patisseries|fast food container|food products|sandwich shop|Sandwich,[],Hazlet,+1 732-203-1010,"1727 Union Ave, Hazlet, NJ 07730, USA",New Jersey,United States,Monday: 6:00 AM � 3:00 PM|Tuesday: 6:00 AM � 3:00 PM|Wednesday: 6:00 AM � 3:00 PM|Thursday: 6:00 AM � 3:00 PM|Friday: 6:00 AM � 3:00 PM|Saturday: 6:00 AM � 3:00 PM|Sunday: 6:00 AM � 2:00 PM,,"[""Great breakfast, great lunch. Not stingy on anything. Seriously all the food is great. The girls behind the counter work their butt off and rarely make a error. I had 1 mistake in the time I've been going there. I went back 30 min later no questions asked immediately remade my food. I would have given 5 stars except for one thing. Some of the prices are a bit high. Not everything but def some. That said it's not enough to make me stop going. I just can't go as much as I'd like."", ""This is the original GEMS. The Original, and the BEST. They have a few locations in the area, but I would only go to this one. The people are friendly and the food is amazing! 5 Stars!"", ""Be sure to look to the left for everything wheat bagels.  Ask for jalapeno cream cheese.  It's excellent."", ""Great assortment of bagels! Great service also!!!"", ""I moved from Brooklyn 6 years ago.....best breakfast sandwich I've had since I been here in Jersey. Good food and good people. Theyre good people because they are """"real"""" people. And they get stuff done quickly. I'll definitely be back.""]",4.7
California Pizza Kitchen at Bridgewater Commons,40.5854773,-74.6194557,http://www.cpk.com/Location/Details/Bridgewater-Commons,restaurant|food,american restaurant|American|western food,"[""brigolini@cpk.com"", ""galmonte@cpk.com"", ""CPK0307@cpk.com"", ""bdukes@cpk.com"", ""swenz@cpk.com"", ""dStefankiewicz@cpk.com""]",Bridgewater,+1 908-566-1225,"400 Commons Way #1090, Bridgewater, NJ 08807, USA",New Jersey,United States,Monday: 11:00 AM � 9:30 PM|Tuesday: 11:00 AM � 9:30 PM|Wednesday: 11:00 AM � 9:30 PM|Thursday: 11:00 AM � 9:30 PM|Friday: 11:00 AM � 10:00 PM|Saturday: 11:00 AM � 10:00 PM|Sunday: 11:30 AM � 8:00 PM,2,"[""The California Pizza Kitchen is located on the ground floor of the Bridgewater Commons Mall. It's nearby one of the entrances, and thus close to a parking lot for easy access. This establishment, in addition to pizzas, has a variety of cocktails and a decent wine selection. The bread that came with the meal was soft and warm with a pleasant taste when dipped in the oil seasoning. The plain pizza was decent, featuring fresh cheese and pretty standard tomato sauce. The crust and bread used for the pizza didn't stand out too much and was relatively lacking in flavor. 

The BBQ Chicken Pizza, while not much of a pizza, was very good. There was a bit of cheese, though not much, and no tomato sauce. Instead of tomato sauce, a delicious barbeque sauce was used instead and onions and parsley were added in addition to the chicken for flavor. The chicken was tender and not dry in the slightest and the overall product was delicious. Overall, this establishment is a decent option for food if one finds them self famished after a long day of shopping."", ""CPK is the same no matter where you go.  They all have quality control down to a science, which means the same quality you get at any of them.  Also a good recommendation for anyone looking for a good meal.  Only gripe about this location is parking, and now a new restaurant opened next door, which means parking will be that much harder.  I also notice that people park in the CPK spots but either use them for the mall or something else.  Great idea, but it needs to be watched."", ""PLEASE NEVER EAT HERE IF YOU PLAN TO ORDER TO GO THEN DECIDE THAT THE FOOD
SMELLS TOO GOOD TO WAIT SO YOU SIT AND HAVE A BITE!! I just witnessed a customer sit and eat their take-out. Then the customer was asked to take his food to go. Not even 2 mins later as the customer was preparing to leave """"as asked"""" the same worker and manager kicked the customer out. The on duty manager Sean When stated """"Get out now."""" I have never in my life witnessed such unprofessionalism. This paying customer was racially profiled and treated very unfairly. I WILL NEVER EAT AT THIS FRANCHISE AGAIN OR RECOMMEND THEM TO FAMILY AND FRIENDS! I am very shocked, upset, and speechless by what I just witnessed!"", ""Very expensive for what little food we ordered.
Very disappointed!"", ""Omg!  I can't believe how ignorant the manager of this location was and his waiter I'm amazed right now how they talk to people!  Never will I eat here again! I'm in shock of what took place.  who the hell would hire someone so dumb and irrational that's bad business. I was treated very poorly and harassed even on my way out!""]",3.7
Tanti Baci Caffe,41.031975,-74.64101,http://www.tantibacicaffe.com/,restaurant|food,european restaurant|banquet hall|gluten free restaurant|italian restaurant|Italian|restaurant|western food,"[""dine.sparta@tantibacicaffe.com""]",Sparta Township,+1 973-726-9399,"2 White Deer Plaza, Sparta Township, NJ 07871, USA",New Jersey,United States,Monday: Closed|Tuesday: 12:30 � 9:30 PM|Wednesday: 12:30 � 9:30 PM|Thursday: 12:30 � 9:30 PM|Friday: 12:30 � 11:00 PM|Saturday: 12:00 � 11:00 PM|Sunday: Closed,2,"[""The owner Sam is the sweetest person... a true class act and a gentleman. He took such good care of us and made sure we had a great party! The food was absolutely delicious and the staff was kind and attentive. Our family and friends raved about the food and service! Can't wait to go back!"", ""The food is great, but they could use an extra waiter the last time I was there. The service was a bit lacking. "", ""Excellent, always. I've been smitten since they were in Greenwich Village. Do yourself a favor and try it out!"", ""love this place..the service,  the food is top notch...i can't say enough!!you have to try it"", ""Excellent place! Clean, great service, byob, and the food was top notch! Definitely a gem! Pay cash if you can, 5% discount. Figure $40 a person with apps, main course, and tip.""]",4.5
Grissini,40.879537,-73.95198,http://www.grissinirestaurant.com/,restaurant|food,italian restaurant|Italian|b to b companies|business service|delivery service|restaurant|western food,[],Englewood Cliffs,+1 201-568-3535,"484 Sylvan Ave, Englewood Cliffs, NJ 07632, USA",New Jersey,United States,Monday: 11:30 AM � 11:00 PM|Tuesday: 11:30 AM � 11:00 PM|Wednesday: 11:30 AM � 11:00 PM|Thursday: 11:30 AM � 11:00 PM|Friday: 11:30 AM � 11:00 PM|Saturday: 4:00 PM � 12:00 AM|Sunday: 12:00 � 10:00 PM,2,"[""It's a cozy place with delicuous Italian food with excellent service. Great place to spend time with family and friends "", ""I liked the linguini with clams! The service was fast, and the cheese and bread amazing."", ""good food, staff is nice. If your looking for some upscale Italian food, this is a good spot. They are also trying to break into the steakhouse market and offer some really great cuts."", ""Had dinner last night. Their signature fish was OVERPRICED. $49. Had no flavor and didn't come with anything.  Glass of mediocre Cab and Pino Grigio was $16!  Ridiculous.  Pizza sauce was bitter and bread too doughy.  Service was horrible.  They didn't bring anything we asked for within a reasonable amount of time- water, bread, olive oil. Had to keep asking.   Seating was cramped.  Woman sitting next to us apologized for bumping into us was not her fault.  Place still got 1 star because we didn't get sick and saw a couple of Tony Sapranos."", ""Great Good and service. I had pasta and pork chops- really delicious.""]",3.9
Garden of Eden Flower Shop Salem,39.5938949,-75.4453896,https://gardenofedenflowershop.com/,florist|meal takeaway|restaurant|food|store,florist|business service|decoration|flowers|gift shop|snack bar,"[""info@gardenofedenflowershop.com""]",Salem,+1 856-935-4435,"310 Salem Woodstown Rd a, Salem, NJ 08079, USA",New Jersey,United States,Monday: 9:00 AM � 5:00 PM|Tuesday: 9:00 AM � 5:00 PM|Wednesday: 9:00 AM � 5:00 PM|Thursday: 9:00 AM � 5:00 PM|Friday: 9:00 AM � 5:00 PM|Saturday: 10:00 AM � 4:00 PM|Sunday: Closed,,[],
Checkers,39.8330963,-75.0054027,https://www.checkers.com/,restaurant|food,restaurant|american restaurant|American|chicken restaurant|Chicken|fast food container|fast food restaurant|Fast Food|hamburger restaurant|Hamburger|sandwich shop|Sandwich|western food,"[""MEDIA@CHECKERS.COM"", ""media@checkers.com""]",Stratford,+1 856-783-2147,"2 S White Horse Pike, Stratford, NJ 08084, USA",New Jersey,United States,Monday: 10:00 AM � 2:00 AM|Tuesday: 10:00 AM � 2:00 AM|Wednesday: 10:00 AM � 2:00 AM|Thursday: 10:00 AM � 2:00 AM|Friday: 10:00 AM � 2:00 AM|Saturday: 10:00 AM � 2:00 AM|Sunday: 10:00 AM � 2:00 AM,1,"[""Checkers has a hole-in-the-wall type of feel. It's not the warmest, most comfortable place, but to me that's not what this place is about. It's quick, greasy, heart slowing goodness. The food is unique compared to other fast food chains because of its seasonings and items (IE chicken bites boxes). Can't go wrong here "", ""Good prices, good food, nothing directly but my family loves to eat here."", ""Very slow service.. food is good when they actually get your order right... It's honestly like they don't care about the customers at all. I had to wait 25 mins in the drive thru for food... It's a total joke. "", ""Drive thru service is absolutely TERRIBLE. Some of the workers are very ignorant."", ""Horrible customers service!!!! I will never go there again smh""]",2.8
Boston Market,41.0162972,-73.9460723,http://www.bostonmarket.com/home,restaurant|meal takeaway|food,restaurant|american restaurant|American|chicken restaurant|Chicken|fast food container|fast food restaurant|Fast Food|meal takeaway|sandwich shop|Sandwich|western food,"[""bostonmarketpr@icrinc.com""]",Northvale,+1 201-784-1177,"275 Livingston St, Northvale, NJ 07647, USA",New Jersey,United States,Monday: 11:00 AM � 10:00 PM|Tuesday: 11:00 AM � 10:00 PM|Wednesday: 11:00 AM � 10:00 PM|Thursday: 8:00 AM � 7:00 PM|Friday: 11:00 AM � 10:00 PM|Saturday: 11:00 AM � 10:00 PM|Sunday: 11:00 AM � 9:00 PM,1,"[""I went to the northvale, NJ location last week and brought dinner for me and my kids. the chicken was tough and burned i had to throw it out! I love boston market but was not happy about the burned chicken!"", ""not bad for lunch"", ""excelente "", ""Cu00e1lida buena comida "", """"]",3.7
